OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
8792738,5.66259765625,8.44749908269613,9681,Casas de Selim - Casa do Espigueiro,"TREE TOPS, LDA","TREE TOPS, LDA",CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina Exterior,2021,NA,2021/08/09 00:00:00+00,2026/08/09 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casasdeselim.com,servivez@mail.telepac.pt,Caminho Central de Selim,4970-130,Couto Avv,"41.8808607 ; -8.3901686",Fiavel,Couto,Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/08/18 00:00:00+00,Sim,9681
8792739,5.662109375,8.44749908200127,9682,Casas de Selim - Casa Mãe e Casa da Eira,"TREE TOPS, LDA","TREE TOPS, LDA",CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina Exterior,2021,NA,2021/08/09 00:00:00+00,2026/08/09 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casasdeselim.com,servivez@mail.telepac.pt,Caminho Central de Selim,4970-130,Couto Avv,"41.8808607 ; -8.3901686",Fiavel,Couto,Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/08/18 00:00:00+00,Sim,9682
8792740,5.6669921875,8.44749908486723,9683,Casas de Selim - Casa Altiva,"TREE TOPS\, LDA","TREE TOPS\, LDA",CasaDeCampo,0,2,4,0,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina Exterior,2021,NA,2022/10/12 00:00:00+00,2027/10/12 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casasdeselim.com,servivez@mail.telepac.pt,Caminho Central de Selim,4970-130,Couto Avv,"41.8808607 ; -8.3901686",NaoFiavel,Couto,Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Reserva da Biosfera Transfronteiriça Gerês-Xurés,Não Abrangido,Não,Sim,2021/08/11 00:00:00+00,Sim,9683
8792741,5.66455078125,8.44749908469391,9684,Casas de Selim - Casa Primitiva,"TREE TOPS\, LDA","TREE TOPS\, LDA",CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina Exterior,2021,NA,2021/08/09 00:00:00+00,2026/08/09 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casasdeselim.com,servivez@mail.telepac.pt,Caminho Central de Selim,4970-130,Couto Avv,"41.8808607 ; -8.3901686",Fiavel,Couto,Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/08/18 00:00:00+00,Sim,9684
8792742,5.6689453125,8.45081917464411,9687,Quinta da Mourinha,RICARDO DANIEL DA SILVA LIMA,RICARDO DANIEL DA SILVA LIMA,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021, ,2021/07/28 00:00:00+00,2026/07/28 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,rdslima@gmail.com,"Lugar da Mourinha, S.Cosme e S.Damião, Arcos de Valdevez",4970-555,São Cosme e São Damião,"41.90055 ; -8.42798",Fiavel,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/06/11 00:00:00+00,Não,9687
8792743,5.041748046875,7.96995253482871,9689,Terra Nua - Parque de campismo e caravanismo naturista,Terra Nua Lda,Terra Nua Lda,ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,89,NaoIntegra,,Não,Não,0,Não,,2020,NA,2021/06/28 00:00:00+00,2026/06/28 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,www.terranua.pt,jorgenelsoncoelho@gmail.com,"Estrada Municipal 1082, Foros de Vale de Agua",7600-325,Messejana,"37.83428 ; -8.24556",Fiavel,Messejana,Aljustrel,Beja,Baixo Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/06/11 00:00:00+00,Não,9689
8792744,2236.14697265625,220.125480848924,969,Hotel Roma,SOC CONCESSIONARIA HOTEL ROMA SA,SOC CONCESSIONARIA HOTEL ROMA SA,Hotel,3,263,521,235,28,0,0,0,NaoIntegra,,Não,Sim,450,Não,"Piscina interior; Ginásio; Health Club; Restaurante; Auditório; Sala Polivalente; Bar; Sala de pequenos almoços",1971,Sim,2014/12/30 00:00:00+00,2019/12/30 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelroma.pt,info@hotelroma.pt,Av. de Roma 33,1749-074,Lisboa,"38,7456879990107 ; -9,14062208359218",Fiavel,Alvalade (Lisboa),Lisboa,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Área Metropolitana de Lisboa,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,969
8792745,1131.720703125,167.900164871795,9690,Pure Formosa Concept Hotel,"CONCEITOALGARVE - INVESTIMENTOS TURÍSTICOS\, LDA","CONCEITOALGARVE - INVESTIMENTOS TURÍSTICOS\, LDA",Hotel,3,67,134,67,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Piscina exterior; Business center",2021,Sim,2022/02/25 00:00:00+00,2027/02/25 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.pureformosa.com,direcao@pureformosa.com,"Avenida da República, 34",8700-310,Olhão,"37,0272171497903 ; -7,83955167960057",Fiavel,Olhão,Olhão,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/02/28 00:00:00+00,Sim,9690
8792746,50758.7705078125,1097.40597260599,9694,Quinta de Santo António - Country House & Villas,Novaturient LDA,Novaturient LDA,HotelRural,4,22,43,12,0,10,0,0,NaoIntegra,,Não,Não,0,Não,Piscina Exterior,2021,Sim,2021/11/15 00:00:00+00,2026/11/15 00:00:00+00,Não,,Não,Não,Sim,Certificado Energético,Não,,Não,,Não,www.quintastantonio.pt,info@quintastantonio.pt,Rua de Santo António n.º 81,4575-328,Torrão Mcn,"41,08430397511 ; -8,28830394054274",Fiavel,"Alpendorada, Várzea e Torrão",Marco de Canaveses,Porto,Tâmega e Sousa,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Limite POAAP - Crestuma-Lever,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2021/11/15 00:00:00+00,Sim,9694
8792747,5.565673828125,8.37372358655923,9697,Planalto D'Outono,PLANALTO D'OUTONO TURISMO RURAL UNIPESSOAL LDA,PLANALTO D'OUTONO TURISMO RURAL UNIPESSOAL LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/07/07 00:00:00+00,2026/07/07 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,,planaltodoutono@gmail.com,"Rua Toural do Fundo, nº 2",5200-422,Tó,"41.32248 ; -6.56427",Fiavel,Tó,Mogadouro,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural - Douro Internacional,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/01 00:00:00+00,Sim,9697
8792748,5.565673828125,8.37371156950151,9699,Casa Dos Ferros,Dias Ilustres Lda,Dias Ilustres Lda,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,,,Não,,Não,Não,Não,,Não,,Não,,Não,,kikokiko22@hotmail.com,Largo Dos Ferros,5360-062,Freixiel,"41.314785 ; -7.2456099",Fiavel,Freixiel,Vila Flor,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural Regional - Vale do Tua,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Alto Douro Vinhateiro - Zona Especial de Proteção,Não abrangido,Reserva da Biosfera Transfronteiriça Meseta Ibérica,Não Abrangido,Não,Não,2021/07/01 00:00:00+00,Não,9699
8792749,6326.8583984375,371.461102182456,97,Hotel Zodíaco,FRANCISCO JOSE RAMOS MORGADO,"Hotel Zodiaco, Lda.",Hotel,3,60,120,60,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Sala de reuniões; Bar; Piscina exterior; Campo de ténis",1986,Sim,2017/07/13 00:00:00+00,2022/07/13 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hotel-zodiaco.com,mail@hotel-zodiaco.com,Fonte Santa,8125-618,Quarteira,"37,0680597015197 ; -8,0872724155409",Fiavel,Quarteira,Loulé,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,97
8792750,517.421875,117.450858809066,970,Hotel Lagoa dos Pastorinhos,Jacinta Jesus R. R. Oliveira,Jacinta Jesus R. R. Oliveira,Hotel,2,17,33,14,3,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1990,Sim,2021/02/03 00:00:00+00,2026/02/03 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.lagoa-hotel.com,geral@lagoa-hotel.com,"R. Francisco Marto, 1",2495-448,Fátima,"39,6262991804142 ; -8,6666598720035",Fiavel,Fátima,Ourém,Santarém,Médio Tejo,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Oeste e Vale do Tejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/02/05 00:00:00+00,Sim,970
8792751,5.0107421875,7.94527481538592,9700,Aqui n'al-deia,Maria Manuela Ildefonso Pardal,Maria Manuela Ildefonso Pardal,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2020/12/09 00:00:00+00,2025/12/09 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,  www.aquinaldeia.pt,geral@aquinaldeia.pt,"Rua Matias Celorico Palma, nº 2, S. João dos Caldeireiros",7750-513,São João dos Caldeireiros,"37.61239 ; -7.79072",Fiavel,São João dos Caldeireiros,Mértola,Beja,Baixo Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/01 00:00:00+00,Não,9700
8792752,5.12255859375,8.03363531636285,9701,São Brás do Regedouro Turismo na Aldeia-1,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,CasaDeCampo,0,2,4,0,2,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/05/20 00:00:00+00,2026/05/20 00:00:00+00,Não,,Não,Não,Sim,ECOLBEL,Não,,Não,,Não,https://www.regedouro.com/,geral@regedouro.com,Rua Nossa Senhora do Rosário No: 7 e 9,7000-092,Nossa Senhora da Tourega,"38.43325 ; -8.06393",Fiavel,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Évora,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9701
8792753,5.122802734375,8.03360197257472,9702,São Brás do Regedouro Turismo na Aldeia-2,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/05/20 00:00:00+00,2026/05/20 00:00:00+00,Não,,Não,Não,Sim,ECOLBEL,Não,,Não,,Não,https://www.regedouro.com/,geral@regedouro.com,Rua da Liberdade Nrs 2 e 4,7000-092,Nossa Senhora da Tourega,"38.43302 ; -8.06388",Fiavel,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Évora,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9702
8792754,5.1240234375,8.03360197501058,9703,São Brás do Regedouro Turismo na Aldeia-3,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,CasaDeCampo,0,7,20,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/05/20 00:00:00+00,2026/05/20 00:00:00+00,Não,,Não,Não,Sim,ECOLBEL,Não,,Não,,Não,https://www.regedouro.com/,geral@regedouro.com,"Rua da Liberdade Nrs 6, 8, 8A, e 10 , Beco do Baguinho nr 12  e Beco do João Baguinho nr 12",7000-092,Nossa Senhora da Tourega,"38.419485 ; -8.07977",Fiavel,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Évora,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9703
8792755,5.1220703125,8.0335877306852,9704,São Brás do Regedouro Turismo na Aldeia-4,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/05/20 00:00:00+00,2026/05/20 00:00:00+00,Não,,Não,Não,Sim,ECOLBEL,Não,,Não,,Não,https://www.regedouro.com/,geral@regedouro.com,Rua Otelo Saraiva de Carvalho Nr 6 e 8,7000-092,Nossa Senhora da Tourega,"38.433011 ; -8.0641346",Fiavel,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Évora,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9704
8792756,5.122802734375,8.03359076244045,9705,São Brás do Regedouro Turismo na Aldeia-5,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,AGUDAL 3 - SOCIEDADE CONSTRUÇÕES URBANIZAÇÕES E REPRESENTAÇÕES LDA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/05/20 00:00:00+00,2026/05/20 00:00:00+00,Não,,Não,Não,Sim,ECOLBEL,Não,,Não,,Não,https://www.regedouro.com/,geral@regedouro.com,Rua Otelo Saraiva de Carvalho Nr 4,7000-092,Nossa Senhora da Tourega,"38.43277 ; -8.06441",Fiavel,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Évora,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9705
8792757,733.57177734375,133.571365649901,9706,Almada 333,ROI 360 Porto Almada 333 SA,ROI 360 Porto Almada 333 SA,ApartamentosTuristicos,4,14,36,0,0,14,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante,2021,Sim,2021/10/26 00:00:00+00,2026/10/26 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,cesar.amaral@oasis.com.pt,Rua do Almada 333/339,4050-038,Porto,"41,1498126120963 ; -8,61244645277194",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2021/10/27 00:00:00+00,Não,9706
8792758,5.264892578125,8.1442308061487,9707,Moita Raza,Peter Michael Eden,Peter Michael Eden,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2010,Nao,2021/09/23 00:00:00+00,2026/09/23 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.wildportugal.com,hello@wildportugal.com,Monte da Moita,7330-151,Marvão,"39.39528 ; -7.37513",Fiavel,Santa Maria de Marvão,Marvão,Portalegre,Alto Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Parque Natural - Serra de Sao Mamede,Rede Natura 2000 (Global),São Mamede,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/05 00:00:00+00,Não,9707
8792759,337.49462890625,84.934525072456,971,Hotel do Chile,"Rosa Rodrigues & Filhos, Lda.","Rosa Rodrigues & Filhos, Lda.",Hotel,3,35,42,35,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Sala de pequenos-almoços",2009,Sim,2019/03/27 00:00:00+00,2024/03/27 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hoteldochile.com,info@hoteldochile.com,"Rua Antonio Pedro, 40",1000-039,Lisboa,"38,7315109674754 ; -9,13505459751829",Fiavel,Arroios (Lisboa),Lisboa,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Área Metropolitana de Lisboa,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/03/28 00:00:00+00,Sim,971
8792760,5.6591796875,8.44461243595566,9710,Casa/Moinho Carvalhas,José Manuel Dias Barbosa,José Manuel Dias Barbosa,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/07/28 00:00:00+00,2026/07/28 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.moinhoscarvalhas.pt,Karvalhas@hotmail.com,Ribeiro - Prozelo - Arcos de valdevez,4970-285,Prozelo Avv,"41.8860587 ; -8.43871",Fiavel,Prozelo,Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Rio Lima,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9710
8792761,614.25537109375,116.05034438692,9711,Hotel Visconde,JOSE EDUARDO RIBEIRO AGUIAR,JOSE EDUARDO RIBEIRO AGUIAR,Hotel,2,11,25,11,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1983,Sim,2022/01/03 00:00:00+00,2027/01/03 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.residencialvisconde.com,geral@residencialvisconde.com,"Rua Visconde de Setubal, 79/85",4200-499,Porto,"41,1627680037522 ; -8,60550870861363",Fiavel,Paranhos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/01/04 00:00:00+00,Não,9711
8792762,5.13623046875,8.04486073343515,9713,Edifício Parthenon,,Widerproperty - Gestão e Mediação imobiliária SA,ApartamentosTuristicos,3,19,132,0,0,19,0,0,NaoIntegra,,Não,Não,0,Não,"Piscina interior; sauna; ginásio",0,Sim,2023/03/17 00:00:00+00,2028/03/17 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,aguerra@widerproperty.pt,"Av. Manuel Júlio Carvalho e Costa, 293",2750-424,Cascais,"38,6966486057613 ; -9,44002015357909",Fiavel,União das freguesias de Cascais e Estoril,Cascais,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Área Metropolitana de Lisboa,POC Alcobaça - Cabo Espichel,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2023/03/21 00:00:00+00,Não,9713
8792763,63499.0400390625,1106.22617152744,9714,Olive Nature Hotel & Spa da Quinta Dona Adelaide,Testamento Salão de Festas SA,Testamento Salão de Festas SA,HotelRural,4,31,68,20,9,2,0,0,NaoIntegra,,Não,Não,0,Sim,"Piscina interior; Sala de estar; Hamman; Piscina exterior; Solário; Esplanada",2020,Sim,2022/03/19 00:00:00+00,2027/03/19 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.quintadonaadelaide.com,reservas@quintadonaadelaide.com,Rua do Pomar,5430-434,Valpaços,"41,5935926022554 ; -7,30336974167182",Fiavel,Valpaços e Sanfins,Valpaços,Vila Real,Alto Tâmega,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/03/21 00:00:00+00,Sim,9714
8792764,5.02978515625,7.96042532157674,9715,Casa das Almoleias,"Diálogos Campestres, Unipessoal Lda.","Diálogos Campestres, Unipessoal Lda.",CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2021,Nao,2021/04/08 00:00:00+00,2026/04/08 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,sofia.justino@gmail.com,"Rua de Castro Verde, Nº 22, Casével",7780-020,Casével Cvr,"37.75578 ; -8.18317",Fiavel,União das freguesias de Castro Verde e Casével,Castro Verde,Beja,Baixo Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Não abrangido,Castro Verde,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/07/02 00:00:00+00,Não,9715
